P0,0.19956096587507485,2,0.030703655021877174
P1,0.2992518703241895,3,0.046694772096012506
P2,0.19958088015168146,2,0.030703655021877174
P3,0.12478163214374845,1,0.015991117074135343
P4,0.4016870857601928,2,0
P5,0.124750499001996,1,0.015991117074135343
P6,0.12470382840753212,1,0.015991117074135343
P7,0.4015257980325236,2,0
P8,0.8,4,0
P9,1.3977635782747604,7,0.11193781951894738
P10,1.4033680834001603,7,0
P11,0.20012007204322593,1,0
P12,0.4016870857601928,2,0
P13,0.8024072216649949,4,0
P14,0.285143997718848,2,0.015991117074135343
P15,0.2851033499643621,2,0.015991117074135343
P16,0.4274113121527283,3,0.015991117074135343
P17,1.001201441730076,5,0
P18,0.40241448692152915,2,0
P19,1.333777925975325,8,0.12792893659308274
P20,0.6657789613848203,2,0
P21,1.2074864157778227,6,0
P22,0.3341129301703976,1,0
P23,0.33852403520649965,1,0
P24,0,0,0
P25,0.4024954719259408,2,0
P26,0,0,0
P27,0.22163120567375885,2,0.015991117074135343
P28,0.11088933244621867,1,0.015991117074135343
P29,0.2218278615794144,2,0.015991117074135343
P30,0,0,0
P31,0,0,0
P32,0,0,0
P33,0.16714023065351832,1,0.015991117074135343
P34,0.16719612104999163,1,0.015991117074135343
P35,0.16711229946524064,1,0.015991117074135343
P36,0.6653359946773121,4,0.06396446829654137
P37,0.16722408026755853,1,0.015991117074135343
P38,0.8311170212765957,5,0.07995558537067671
P39,0.6672226855713095,4,0.06396446829654137
P40,0.3337226764558652,2,0.031982234148270686
P41,0.499417346429166,3,0.04797335122240602
P42,0.33305578684429643,2,0.031982234148270686
P43,0.6681142475363288,4,0.06396446829654137
P44,0.3369272237196766,1,0
P45,0,0,0
P46,0,0,0
P47,0,0,0
P48,0,0,0
P49,0,0,0
