P0,0,0,0
P1,0,0,0
P2,0,0,0
P3,2.004008016032064,2,0
P4,0,0,0
P5,0,0,0
P6,0,0,0
P7,0,0,0
P8,0.49975012493753124,1,0
P9,0.14273479874393377,1,0.015991117074135343
P10,0,0,0
P11,0,0,0
P12,0,0,0
P13,0,0,0
P14,0,0,0
P15,0,0,0
P16,0,0,0
P17,0,0,0
P18,0.14269406392694062,1,0.015991117074135343
P19,0.285143997718848,2,0.031982234148270686
P20,0,0,0
P21,0.0997307270370001,1,0.014712537947741827
P22,0.3331112591605596,1,0
P23,0,0,0
P24,0.33322225924691773,1,0
P25,0.19964064683569574,1,0.015991117074135343
P26,0,0,0
P27,0.09977052778609198,1,0.014712537947741827
P28,0.2494387627837366,2,0.031982234148270686
P29,0,0,0
P30,0,0,0
P31,0,0,0
P32,0,0,0
P33,0,0,0
P34,0,0,0
P35,0,0,0
P36,0.16633399866932802,1,0.015991117074135343
P37,0,0,0
P38,0.2216557685913776,2,0.031982234148270686
P39,0.1109139307897072,1,0.015991117074135343
P40,0,0,0
P41,0,0,0
P42,0,0,0
P43,0.4992511233150275,2,0
P44,0,0,0
P45,0,0,0
P46,0,0,0
P47,0,0,0
P48,0.24993751562109476,1,0
P49,0.2502502502502503,1,0
